Objeto;Fecha;Lugaremisión;Lugarrecepción;Escribea;Recibede;año;Textodelacarta
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2558#;7/11/1797 0:00:00;Madrid;Gijón;;Manuel Godoy;1797;Excmo. Sr.: Amigo mío: Ya está usted en el cuerpo de los cinco: el ministerio de Gracia y Justicia está destinado para usted, y la nación recibirá el bien que su talento va a producirle. La ignorancia se desterrará y las formas jurídicas no se adulterarán con los pretextos de fuerza y alegatos de partes opresivas de la inocencia. Venga usted, pues, cuanto antes, pues desde aquí arreglará lo que diga hay pendiente. Una eterna amistad y la consecuencia más sólida ofrece a usted su afectísimo amigo Manuel
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2559#;8/11/1797 0:00:00;Gijón;Gijón;Juez noble de Gijón;;1797;Muy señor mío: Destinado el 12 del corriente, a las 4 de la tarde, para colocar la primera piedra de la nueva casa del Real Instituto Asturiano, lo aviso a V.S. para que lo ponga en noticia del Ilustre Ayuntamiento, por si quisiere señalar personas que a su nombre y con V.S. presencien tan solemne acto y le autoricen. Con este motivo renuevo por medio de V.S. a tan ilustre Cuerpo aquel indeleble amor y respeto que siempre le he profesado, así como el entrañable deseo que me asiste de su mayor gloria y prosperidad. Nuestro Señor, etc.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2560#;8/11/1797 0:00:00;Gijón;Gijón;Cura de Gijón;;1797;Estando señalado el 12 del corriente, a las cuatro de la tarde, para colocar la primera piedra de la nueva casa del Real Instituto Asturiano, ruego a usted pase esta noticia al venerable cabildo eclesiástico de esta villa, manifestándole que tendré la mayor satisfacción en que señale dos individuos para acompañar a usted y presencien a su nombre tan solemne acto y le autoricen, y ofreciéndole con este motivo mi inclinación y mi respeto, ruego a N.S., etc.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2561#;8/11/1797 0:00:00;Gijón;Gijón;Comercio de Gijón;;1797;Estando señalado el 12 del corriente, a las cuatro de la tarde, para colocar la primera piedra de la nueva casa del Real Instituto Asturiano, ruego a usted pase esta noticia a los individuos del comercio de esta villa, y ofreciéndole con este motivo mi inclinación y mi deseo de su mayor prosperidad, etc.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2562#;11/11/1797 0:00:00;Oviedo;Gijón;Universidad de Oviedo;;1797;Muy señores míos: He tenido el honor de recibir la distinguida enhorabuena y la decorosa expresión con que V.SS., por un efecto de generosidad, han querido honrarme con motivo de mi promoción a la embajada de Rusia, habiendo presentado los señores Doctores Méndez Vigo y Vélez Cosío las insignias del doctorado en ambos derechos y el testimonio de la honrosa acta de 3 del anterior, en que fueron servidos acordarla. Estos mismos señores habrán manifestado a V.SS. la sincera satisfacción y el alto aprecio con que he admitido tan decorosa distinción, la más grata que puede hacerse a un hombre que hasta ahora no ha acertado a aspirar a otras que las que distribuye la opinión pública en la carrera de las letras. Para acreditar más bien este aprecio y mi profundo respeto al sabio Cuerpo que me lo dispensó he querido recibir este honor en el seno del Real Instituto Asturiano, deseoso de perpetuar en él la memoria del beneficio con que V.SS. se han dignado distinguir a su promotor, así como la de mi íntimo reconocimiento, y también para sellar con este solemne acto la unión de los dos Cuerpos, que, erigidos en beneficio público y consagrados a la instrucción de la juventud asturiana, se deben aquel amor que corresponde a la voluntad de sus objetos. Réstame ahora renovar a V.SS. este testimonio de mi gratitud y de mi respeto, así como el más vivo deseo de promover con todas mis fuerzas el bien y la gloria de esa Real Universidad, no como hasta aquí por un voluntario estímulo de mi inclinación, sino por la dulce y honrosa obligación de su hijo adoptivo. B. l. m. de V.SS. su más rendido afecto individuo Doctor don Gaspar de Jovellanos.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2563#;14/11/1797 0:00:00;Gijón;Madrid;Manuel Godoy;;1797;Excmo. Sr.: Mi muy amado bienhechor: Si los vínculos con que me ata la amistad acá y allá me hubiesen [...] impulso de mi corazón, hubiera dicho a V.E. en mi última confidencia que mi deseo era sólo de ayudarle a [...] la nación, ilustrándola, y esto desde un estado privado. Creo que desde él pudiera hacer más y mejor que en medio de la vida pública y activa, para la cual seguramente no soy, como V.E. verá. Pero yo no tengo elección, porque V.E. ha cautivado mi corazón y mi espíritu, y debe disponer de ellos a su albedrío. ¡Dichoso yo, si con tan poderoso apoyo lograre hacer a la nación alguna pequeña parte del bien que le deseo! Y más dichoso de contar en el número de mis amigos a un hombre más digno aún de amor y de respeto por la sensible generosidad de su alma que por su alta dignidad [...]
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2564#;16/11/1797 0:00:00;Madrid;Gijón;;Francisco Cabarrús;1797;"Perdida. La resume y comenta en el Diario, fecha citada: «Carta de Cabarrús; que me buscará en Valladolid; que Meléndez está en León; que Cabarrús va a una embajada. Yo, al fin, quedaré solo, sin amigo, sin consejo y abandonado a mi pobre y desalentado espíritu»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2565#;23/11/1797 0:00:00;Madrid;San Lorenzo de El Escorial;;Campomanes;1797;"Amigo y señor: Considerando a usted ya en ese Real Sitio, dirijo la presente para dar a usted la más cordial enhorabuena por el Ministerio de Gracia y Justicia con que la piedad y previsión del Rey ha premiado sus estudios, sus talentos y aquel infatigable celo que incesantemente anima a usted para promover el mejor servicio del Rey y la pública felicidad. Yo lo he celebrado, no sólo por la amistad sincera que a usted profeso desde muchos años, sino por la general aceptación con que su nombramiento ha sido recibido del público. Grande es la obligación que usted ha contraído con éste para corresponder a sus esperanzas pero estoy tan lejos de estimular el celo de usted en el desempeño de su Ministerio, que antes bien le ruego economice sus fuerzas para atender al despacho corriente y no trastornar la salud con aquel trabajo intenso que usted ha tenido por muchos años en todas las situaciones que le han cabido. Disimúleme usted este consejo, porque es propiedad de viejos darlos en tales ocasiones, y aun sin ellas. Ya es necesario cerrar la mayor parte de los libros, porque usted ha leído los suficientes. Ahora tendrá usted que leer en aquel gran libro del mundo y serie de los negocios que, sin buscarlos, irán a parar como centro a su Ministerio y despacho, en cuya meditación e informe de los aspirantes a empleos tendrá usted una grande ocupación y claro discernimiento, así de lo que se debe mejorar, como de las personas aptas para llevarlo a efecto. De Hugo Grocio, hombre como usted sabe de una extensa erudición, se dice que, hallándose destinado a grandes empleos en la república de Holanda, llevado de su amor a las letras, se aficionaba tanto a la lectura que a veces retardaba el curso de los negocios públicos. Yo no recelo esto en usted, pero sí el que deseando conciliar el estudio y el despacho se sobrecargue de grandes tareas, que le debiliten y acorten sus años, en cuya duración interesan mucho el Rey y el reino. Larga y tal vez molesta parecerá a usted mi carta; pero su contenido es afectuoso y sale de un corazón desinteresado, a quien no agitan el temor ni esperanza de ideas ambiciosas y que, desengañado de ellas, sin faltar a las obligaciones que le ocurren, piensa en el último término a que le acercan sus años. Dios conserve los de usted por largo tiempo en disposición de contribuir al bien común, como así lo desea su verdadero amigo y servidor Campomanes."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2567#;26/11/1797 0:00:00;Madrid;San Lorenzo de El Escorial;;Bernardo de Iriarte;1797;"Mi estimado amigo y señor: Si por no aumentar una carta más a las muchas con que habrán molestado a usted desde su llegada al Sitio; si por la justa consideración de que saliese usted de su primer despacho, he diferido hasta hoy dar a usted el parabién de que se le haya atendido y desagraviado en todos sentidos, no crea usted he sido lento ni tibio en celebrar el desagravio mismo, y que ocupe usted tan dignamente un puesto donde podrá llevar a efecto algunas de las sólidas y benéficas ideas en que abunda. Doy, pues, a usted la más cordial enhorabuena, y me la doy a mí mismo y a la nación, deseándole acierto y satisfacciones en todo, y que, cesando las impeditivas calamitosas circunstancias actuales, logre usted verificar todo cuanto me prometo de usted. Sabe usted el singular afecto y estimación que constantemente le he profesado. El mismo le conservo y conservaré ahora que es Excmo. Secretario del Despacho. Nunca le haré ni me haré a mi propio el agravio de adularle. Procuraré molestarle lo menos posible, y darle todos los posibles testimonios de la verdadera amistad con que es todo de usted Bernardo Iriarte."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2568#;30/11/1797 0:00:00;San Lorenzo de El Escorial;Sevilla;Ayuntamiento de Sevilla;;1797;Muy señor mío y de toda mi estimación: Doy a V.E. las más sinceras gracias por las finas expresiones que le merezco con motivo de mi nombramiento al ministerio de Gracia y Justicia, y le aseguro de mis verdaderos deseos de complacerle en lo que tenga arbitrio y permitan mis facultades. Todas las ofrezco a V.E. para cuanto sea de su obsequio, y ruego a nuestro Señor guarde su vida muchos años. B. l. m. de V.E. su más seguro servidor Gaspar de Jovellanos.
http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2569;30/11/1797 0:00:00;Villarcayo;San Lorenzo de El Escorial;;Ayuntamiento de Villarcayo;1797;"Muy señor nuestro: Cuando el sobresaliente y apreciable mérito que trae consigo la universal erudición, que constituye a V.E. uno de los mayores sabios de la nación, según lo atestigua el aura popular que se le tributa por ella, y los que V.E. tiene contraídos en el real servicio, no fuesen, como lo son efectivamente, suficientes impulsos para que todo amante verdadero de la felicidad nacional correspondiera con un júbilo completo a la justa y discreta elección que el Rey (Dios le guarde) ha hecho de V.E. para su Secretario de Estado y del Despacho de Gracia y Justicia; las relevantes prendas que admiramos en V.E. cuando logramos el alto honor de tratarle y verle en esta villa y se dignó emplear en beneficio de su causa pública, sería el más poderoso incentivo para comunicarnos por sí la expuesta pasión de que estamos poseídos, igualmente que todo este vecindario, de quienes somos representantes por razón de nuestros empleos de regidores y procurador síndico, acompañada de un constante deseo de que la felicidad y satisfacción asistan a V.E. ínterin viva. Suplicámosle rendidamente se sirva dispensarnos la libertad que contiene el que elevemos a V.E. estos nuestros sentimientos, y que se sirva imponernos los preceptos de su mayor agrado, que observaremos con la obediencia más sumisa. Dios guarde a V.E. muchos años. B. l. m. de V.E. sus reverentes y rendidos servidores Josef Linares Salazar Josef de [ilegible] Diego de Bustillo y Arze Como escribano del Ayuntamiento y Junta municipal de la villa Esteban Rodríguez ¿Salazar?"
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2570#;30/11/1797 0:00:00;Villarcayo;San Lorenzo de El Escorial;;José Linares Salazar;1797;"Muy señor mío y de mi mayor veneración: Después de haberla retardado demasiado, va la contestación al interrogatorio que se sirvió entregarme V.E. para el efecto, en términos que la miro defectuosa, y tanto que sólo la remito por no hacer más notable mi falta. Creyendo que entre los naturales del país hallaría noticias más puntuales en el ramo de montes, he dejado de adquirirlas personalmente, como lo ejecutaré en la inmediata primavera, siendo del agrado de V.E., aun de los de extrañas jurisdicciones que V.E. me mande. Y entre los indicados defectos, no es el menor el que contiene en sí la extensión con que hablo de particulares no comprendidos en el interrogatorio, y con inordenada crítica. Del que va numerado con el n.° 1. °, y concierne al otro interrogatorio que V.E. se sirvió entregarme en Espinosa, sólo puedo decir lo que contiene y concierne a sus puntos 1. °, 2. °, 3. ° y 7. °; mas conceptúo que V.E. adquiriría en su viaje (llámole literario) noticias sólidas y bastantes. Va también mi proyecto de caminos por los respectivos al distrito del Bastón de Laredo, que me sugirió mi constante amor patrio, con la mira únicamente de poner en movimiento a otras plumas más instruidas, que, sacudiendo la inacción, o rectificaran mis ideas o las remplazasen de otras más sólidas; pero ni aun esta fortuna he logrado, Excmo. señor, y la falta del conocimiento de la Arismética política, la que si contiene nuestra educación científica, y otros vicios que ésta comprende, y que V.E., por penetrarlos magistralmente, estará quizá llorando (¿y por qué no meditando su reforma?), me parece que a muchos nos hacen soberbios, presumidos, desidiosos y envidiosos, si estamos envueltos en estos defectos que para evitarse requieren auxilios que sólo se hallan en las virtudes opuestas a estas debilidades humanas; virtudes, repito, que en V.E. se hacen admirar de todos cuantos le tratan. Porque además de ser fuera de los límites que el interrogatorio me prescribe, nada puedo decir en punto al cultivo y mejoramiento de los montes que no sea repetición de lo dicho metódica y físicamente por graves autores, y que se sirvió V.E. manifestarme en compendio yendo a Espinosa, no toco este punto, digno de atención. Recurro a la que le es genial a V.E. para suplicarle, como lo hago rendidamente, no lleve a mal la adjunta que escribimos los regidores y procurador síndico de esta villa, manifestando a V.E. lo mucho que celebramos su elevación al ministerio que dignamente ocupa. Luego que tuve tan plausible noticia, y con fecha del 13, se la tributé yo a V.E. y dirigí la carta a mi hermano, para que así se evitara el atraso en recibirla, si acaso le daba de sí la ida de V.E. a servir su empleo y por lo propio más pronta que la tenía premeditada y se sirvió manifestarme en su apreciable del 5. Sírvase V.E. imponer los preceptos de su mayor agrado a este su rendido servidor, y Dios guarde a V.E. muchos años. B. l. m. de V.E. su rendido y obligado servidor Josef Linares Salazar. P. D. Mi mujer y familia se ofrecen a la obediencia de V.E."
